ID,W8,starttime,endtime,pi1grid21,pi1a21,pi1b21,pi1c21,likelihood,senvote,senvote_other,plaidMotivation,reformMotivation,E_grid,E_grid_1,E_grid_2,E_grid_3,age,profile_gender,profile_socialgrade_cie,profile_education_level,media_source_main,ethnicity_new,profile_religion,profile_work_stat,NSsec_census_15categories,NSsec_census_9categories,profile_gross_household,profile_gross_personal,senedd_vote_2021,pcon_may24,profile_oslaua
1589,1.724820071,9-Dec-2025 20:04:57.24,9-Dec-2025 20:14:39.06,1,Not at all interested,Not at all interested,Not at all interested,2,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,5,10 – Very strongly,5,48,Female,D,"CSE grade 1, GCE O level, GCSE, School Certificate",Don't know,English / Welsh / Scottish / Northern Irish / British,Yes – Orthodox Christian,Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£30,000 to £34,999 per year",Prefer not to answer,"No, I did not",Neath and Swansea East,Swansea
1590,.679615891,2-Dec-2025 19:49:32.23,2-Dec-2025 20:01:23.09,1,Not very interested,Not very interested,Not very interested,9,Welsh Labour,,,,1,7,8,1,40,Female,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Social network websites,English / Welsh / Scottish / Northern Irish / British,"Yes - Evangelical – independent/non-denominational (e.g. FIEC, Pioneer, Vineyard, Newfrontiers)",Working full time (30 or more hours per week),,,"£30,000 to £34,999 per year","£30,000 to £34,999 per year","Yes, I did",Montgomeryshire and Glyndwr,Powys
1591,.615020209,2-Dec-2025 10:04:39.01,2-Dec-2025 10:17:27.11,1,Not very interested,Not very interested,Not at all interested,7,Welsh Conservative,,,,1,5,10 – Very strongly,0 – Not at all,78,Female,A,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£100,000 to £149,999 per year","£35,000 to £39,999 per year","Yes, I did",Caerfyrddin,Carmarthenshire
1592,.787262742,27-Nov-2025 11:06:35.47,27-Nov-2025 11:32:13.68,1,Very interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,0 – Not at all,10 – Very strongly,72,Male,C2,"Other technical, professional or higher qualification",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L13: Routine occupations,L13 Routine occupations,Prefer not to answer,Prefer not to answer,"No, I did not",Pontypridd,"Rhondda, Cynon, Taff"
1593,.518666033,30-Nov-2025 11:16:22.36,30-Nov-2025 11:36:33.94,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,5,1,10 – Very strongly,63,Female,E,Teaching qualification (not degree),Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,Don't know,Don't know,"No, I did not",Neath and Swansea East,Neath Port Talbot
1594,.49275312,25-Nov-2025 10:32:13.09,25-Nov-2025 10:54:04.00,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,5,5,0 – Not at all,81,Male,B,University diploma,A printed copy of a newspaper,Any other ethnic group,Yes - Hinduism,Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£25,000 to £29,999 per year","£25,000 to £29,999 per year","Yes, I did",Swansea West,Swansea
1595,.326317544,7-Dec-2025 12:18:48.71,8-Dec-2025 15:56:29.18,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Welsh Liberal Democrat,,,,1,10 – Very strongly,6,4,44,Female,B,GCE A level or Higher Certificate,A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,"£70,000 to £99,999 per year","£35,000 to £39,999 per year","Yes, I did",Neath and Swansea East,Neath Port Talbot
1596,.450236272,30-Nov-2025 10:53:52.98,30-Nov-2025 11:08:13.55,1,Fairly interested,Not at all interested,Fairly interested,10 – Absolutely certain to vote,Would not vote,,,,1,10 – Very strongly,0 – Not at all,5,69,Female,E,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,Yes - Roman Catholic,Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£25,000 to £29,999 per year","£25,000 to £29,999 per year","Yes, I did",Swansea West,Swansea
1597,1.084764285,2-Dec-2025 19:26:38.39,2-Dec-2025 19:38:15.99,1,Not at all interested,Not at all interested,Not at all interested,0 – Certain NOT to vote,Would not vote,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,54,Female,C2,CSE grades 2-5,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (8-29 hours a week),L7: Intermediate occupations,L7 Intermediate occupations,"£20,000 to £24,999 per year","£20,000 to £24,999 per year","No, I did not",Pontypridd,"Rhondda, Cynon, Taff"
1598,.617701456,30-Nov-2025 11:17:06.86,30-Nov-2025 11:25:20.76,1,Fairly interested,Not at all interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They are best placed to stop Reform UK,,1,8,6,0 – Not at all,55,Male,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£20,000 to £24,999 per year","£25,000 to £29,999 per year","Yes, I did",Swansea West,Swansea
1599,1.104526071,2-Dec-2025 17:16:16.99,2-Dec-2025 17:26:59.70,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,There's no real difference between the other parties,1,10 – Very strongly,10 – Very strongly,0 – Not at all,72,Female,C2,CSE grades 2-5,A printed copy of a newspaper,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working part time (8-29 hours a week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£25,000 to £29,999 per year","£20,000 to £24,999 per year","Yes, I did",Caerphilly,Caerphilly
1600,.550710507,30-Nov-2025 21:42:15.18,30-Nov-2025 21:52:20.46,1,Fairly interested,Fairly interested,Fairly interested,8,Plaid Cymru,,Devolution is at risk unless we keep the pressure up,,1,0 – Not at all,10 – Very strongly,0 – Not at all,57,Male,C2,"CSE grade 1, GCE O level, GCSE, School Certificate",A printed copy of a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£15,000 to £19,999 per year","£5,000 to £9,999 per year","No, I did not",Aberafan Maesteg,Neath Port Talbot
1601,.525697034,26-Nov-2025 08:48:26.61,26-Nov-2025 09:04:26.01,1,Fairly interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Welsh Liberal Democrat,,,,1,7,8,1,27,Female,A,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,"£30,000 to £34,999 per year","£25,000 to £29,999 per year","Yes, I did",Cardiff South and Penarth,Cardiff
1602,2.096010473,8-Dec-2025 07:55:47.20,8-Dec-2025 08:14:59.02,1,Not at all interested,Not at all interested,Not at all interested,0 – Certain NOT to vote,Would not vote,,,,1,9,10 – Very strongly,0 – Not at all,45,Female,E,No formal qualifications,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,Don't know,Prefer not to answer,"No, I did not",Newport West and Islwyn,Caerphilly
1603,3.605797118,28-Nov-2025 21:30:55.93,28-Nov-2025 21:39:32.54,1,Not at all interested,Not at all interested,Not at all interested,0 – Certain NOT to vote,Would not vote,,,,1,5,5,5,36,Female,C2,"CSE grade 1, GCE O level, GCSE, School Certificate",Radio,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£15,000 to £19,999 per year","under £5,000 per year","No, I did not",Bangor Aberconwy,Gwynedd
1604,.959730852,7-Dec-2025 13:06:10.75,7-Dec-2025 13:27:11.64,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Don't know,,,,1,5,10 – Very strongly,0 – Not at all,48,Female,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Methodist,Working part time (8-29 hours a week),L7: Intermediate occupations,L7 Intermediate occupations,"£60,000 to £69,999 per year","£20,000 to £24,999 per year","Yes, I did","Brecon, Radnor and Cwm Tawe",Neath Port Talbot
1605,1.307133548,25-Nov-2025 19:40:46.88,25-Nov-2025 20:01:53.18,1,Fairly interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,0 – Not at all,10 – Very strongly,0 – Not at all,47,Male,B,City & Guilds certificate - advanced,A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,Yes - Other,Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Clwyd North,Denbighshire
1606,1.623190825,8-Dec-2025 19:12:15.26,9-Dec-2025 12:15:51.07,1,Fairly interested,Very interested,Not very interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,0 – Not at all,10 – Very strongly,0 – Not at all,45,Male,D,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Social network websites,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,"£40,000 to £44,999 per year","£40,000 to £44,999 per year","Yes, I did",Wrexham,Wrexham
1607,5.372951941,1-Dec-2025 20:09:20.99,1-Dec-2025 20:19:11.51,1,Not at all interested,Not at all interested,Not at all interested,1,Welsh Liberal Democrat,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,48,Male,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Social network websites,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working full time (30 or more hours per week),L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£50,000 to £59,999 per year","£50,000 to £59,999 per year","No, I did not",Gower,Swansea
1608,.624711545,28-Nov-2025 15:20:50.92,28-Nov-2025 15:38:07.07,1,Very interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They are best placed to stop Reform UK,,1,6,8,2,58,Male,A,"Other technical, professional or higher qualification",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"Yes, I did",Mid and South Pembrokeshire,Pembrokeshire
1609,.3643829,28-Nov-2025 11:04:43.24,28-Nov-2025 11:18:43.07,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Wales Green,,,,1,2,3,1,73,Male,C1,"CSE grade 1, GCE O level, GCSE, School Certificate",None of the above,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L8: Employers in small establishments,L8 and L9 Small employers and own account workers,"£25,000 to £29,999 per year","£10,000 to £14,999 per year","Yes, I did",Llanelli,Carmarthenshire
1610,.386375883,30-Nov-2025 11:08:14.19,30-Nov-2025 11:20:59.09,1,Very interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,10 – Very strongly,0 – Not at all,8,66,Female,A,Clerical and commercial,A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Montgomeryshire and Glyndwr,Powys
1611,.502302071,1-Dec-2025 13:35:25.03,1-Dec-2025 13:44:39.42,1,Not very interested,Not very interested,Not very interested,8,Welsh Labour,,,,1,8,2,8,69,Female,C2,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations",Don't know,Don't know,"No, I did not",Ceredigion Preseli,Ceredigion
